miRNA,Target Gene
mmu-miR-1898,Depdc5
mmu-miR-1898,Rimbp3
mmu-miR-1898,Wdr52
mmu-miR-1898,Rimbp3
mmu-miR-1898,Svep1
mmu-miR-1898,Wdr52
mmu-miR-1898,Entpd7
mmu-miR-1899,Frmpd4
mmu-miR-1899,Dlg5
mmu-miR-1899,Dlg5
mmu-miR-1899,Ryr2
mmu-miR-1899,Lamb1
mmu-miR-1899,Trank1
mmu-miR-1899,Dab2ip
mmu-miR-1899,Cd109
mmu-miR-1899,Iqsec2
mmu-miR-1899,Tnxb
mmu-miR-1899,Clmn
mmu-miR-1899,Dab2ip
mmu-miR-1899,Dab2ip
mmu-miR-1899,Ryr1
mmu-miR-1899,Mical2
mmu-miR-1899,Rlf
mmu-miR-1899,Synm
mmu-miR-1899,Tsc1
mmu-miR-1899,Synm
mmu-miR-1899,Ncor2
mmu-miR-1899,Itgav
mmu-miR-1899,Nol4l
mmu-miR-1899,Kmt2d
mmu-miR-1899,Itgav
mmu-miR-1899,Dlg5
mmu-miR-1899,Vps26b
mmu-miR-1899,Myo16
mmu-miR-1899,Setd1b
mmu-miR-1899,Lrba
mmu-miR-1899,Plcb1
mmu-miR-18a-3p,Obscn
mmu-miR-18a-3p,Slc7a1
mmu-miR-18a-3p,Zbtb40
mmu-miR-18a-3p,Zbtb40
mmu-miR-18a-3p,Zc3h13
mmu-miR-18a-3p,Crocc
mmu-miR-18a-3p,Tnxb
mmu-miR-18a-3p,Impad1
mmu-miR-18a-3p,Myo18a
mmu-miR-18a-3p,Myo18a
mmu-miR-18a-3p,Tsc2
mmu-miR-18a-3p,Myo18a
mmu-miR-18a-3p,Tsc2
mmu-miR-18a-3p,Tsc2
mmu-miR-18a-3p,Crocc
mmu-miR-18a-3p,Zbtb7a
mmu-miR-18a-3p,Tsc2
mmu-miR-18a-3p,Erc2
mmu-miR-18a-3p,Tsc2
mmu-miR-18a-3p,Tsc2
mmu-miR-18a-3p,Crocc
mmu-miR-18a-3p,Ankrd52
mmu-miR-18a-3p,Obscn
mmu-miR-18a-3p,Crocc
mmu-miR-18a-3p,Myo18a
mmu-miR-18a-3p,Strbp
mmu-miR-18a-3p,Zfp275
mmu-miR-18a-3p,Kif26a
mmu-miR-18a-3p,Zfp275
mmu-miR-18a-3p,Arfgef1
mmu-miR-18a-5p,Dnajc5
mmu-miR-18a-5p,Apob
mmu-miR-18a-5p,Zfp516
mmu-miR-18a-5p,Zfp516
mmu-miR-18a-5p,Lphn3
mmu-miR-18a-5p,Dmxl1
mmu-miR-18a-5p,Apob
mmu-miR-18a-5p,Cacna2d1
mmu-miR-18a-5p,Kif26a
mmu-miR-18a-5p,Avl9
mmu-miR-18a-5p,Snx27
mmu-miR-18a-5p,Cep170
mmu-miR-18a-5p,Sema5a
mmu-miR-18a-5p,Arid2
mmu-miR-18a-5p,Mprip
mmu-miR-18a-5p,Arid2
mmu-miR-18a-5p,Ints2
mmu-miR-18a-5p,Zfp451
mmu-miR-18a-5p,Cacnb4
mmu-miR-18a-5p,Vps26b
mmu-miR-18a-5p,Abca1
mmu-miR-18a-5p,Rptor
mmu-miR-18a-5p,Cdan1
mmu-miR-18a-5p,Mprip
mmu-miR-18a-5p,Cacnb4
mmu-miR-18a-5p,Cacnb4
mmu-miR-18a-5p,Cubn
mmu-miR-18a-5p,Mprip
mmu-miR-18a-5p,Ano5
mmu-miR-18a-5p,Nhsl2
mmu-miR-18b-3p,Pde6h
mmu-miR-18b-3p,Avl9
mmu-miR-18b-3p,Kif26a
mmu-miR-18b-3p,Erc2
mmu-miR-18b-3p,Numa1
mmu-miR-18b-3p,Hivep2
mmu-miR-18b-3p,Tnxb
mmu-miR-18b-3p,Numa1
mmu-miR-18b-3p,Slc7a1
mmu-miR-18b-3p,Itga10
mmu-miR-18b-3p,Rftn2
mmu-miR-18b-3p,Pcdh20
mmu-miR-18b-3p,Calcrl
mmu-miR-18b-3p,Calcrl
mmu-miR-18b-3p,Pms2
mmu-miR-18b-3p,Pms2
mmu-miR-18b-3p,Pms2
mmu-miR-18b-3p,Itga10
mmu-miR-18b-3p,Srrm3
mmu-miR-18b-3p,Erc2
mmu-miR-18b-3p,Dpy19l1
mmu-miR-18b-3p,Pms2
mmu-miR-18b-3p,Acsl1
mmu-miR-18b-3p,Dpy19l1
mmu-miR-18b-3p,Mier1
mmu-miR-18b-3p,Mxd4
mmu-miR-18b-3p,Zfp280b
mmu-miR-18b-3p,Ptpn1
mmu-miR-18b-3p,Mier1
mmu-miR-18b-3p,Elovl7
mmu-miR-18b-5p,Gm15800
mmu-miR-18b-5p,Mthfr
mmu-miR-18b-5p,Ano5
mmu-miR-18b-5p,Mprip
mmu-miR-18b-5p,Ints2
mmu-miR-18b-5p,Zfp516
mmu-miR-18b-5p,Zfp142
mmu-miR-18b-5p,Lphn3
mmu-miR-18b-5p,Cds2
mmu-miR-18b-5p,Apob
mmu-miR-18b-5p,Ano5
mmu-miR-18b-5p,Thsd7a
mmu-miR-18b-5p,Mprip
mmu-miR-18b-5p,Bsn
mmu-miR-18b-5p,Huwe1
mmu-miR-18b-5p,Mprip
mmu-miR-18b-5p,Huwe1
mmu-miR-18b-5p,Baz1a
mmu-miR-18b-5p,Baz1a
mmu-miR-18b-5p,Zfp451
mmu-miR-18b-5p,Zfp334
mmu-miR-18b-5p,Sgms2
mmu-miR-18b-5p,Zfp142
mmu-miR-18b-5p,Zfp142
mmu-miR-18b-5p,Cep170
mmu-miR-18b-5p,Cds2
mmu-miR-18b-5p,Fnip2
mmu-miR-18b-5p,
mmu-miR-18b-5p,Zfp516
mmu-miR-18b-5p,Apob
mmu-miR-1900,Crocc
mmu-miR-1900,Nr3c1
mmu-miR-1900,Ahdc1
mmu-miR-1900,Muc2
mmu-miR-1900,Ank3
mmu-miR-1900,Rnf150
mmu-miR-1900,Dab2ip
mmu-miR-1900,Ahdc1
mmu-miR-1900,Megf8
mmu-miR-1900,Nrxn2
mmu-miR-1900,Impad1
mmu-miR-1900,Heatr1
mmu-miR-1900,Nos1
mmu-miR-1900,Ahdc1
mmu-miR-1900,Ubxn2b
mmu-miR-1900,Rbfox2
mmu-miR-1900,Nrxn2
mmu-miR-1900,Erc2
mmu-miR-1900,Numa1
mmu-miR-1900,Ank3
mmu-miR-1900,Nos1
mmu-miR-1900,Myo15
mmu-miR-1900,Nucks1
mmu-miR-1900,Nr3c1
mmu-miR-1900,Myo15
mmu-miR-1900,Chd9
mmu-miR-1900,Pcnx
mmu-miR-1900,Otog
mmu-miR-1900,Tnxb
mmu-miR-1900,Nr3c1
mmu-miR-1901,Ank3
mmu-miR-1901,Myo18a
mmu-miR-1901,Smarca4
mmu-miR-1901,Ahdc1
mmu-miR-1901,Cds2
mmu-miR-1901,Nos1
mmu-miR-1901,Ank3
mmu-miR-1901,Ahdc1
mmu-miR-1901,Zzz3
mmu-miR-1901,Smarca4
mmu-miR-1901,Kirrel
mmu-miR-1901,Rims1
mmu-miR-1901,Smarca4
mmu-miR-1901,Evpl
mmu-miR-1901,Col5a3
mmu-miR-1901,Myh3
mmu-miR-1901,Itsn1
mmu-miR-1901,Adcy1
mmu-miR-1901,Ahdc1
mmu-miR-1901,Mpdz
mmu-miR-1901,Myo18a
mmu-miR-1901,Myh14
mmu-miR-1901,Myh1
mmu-miR-1901,Golga4
mmu-miR-1901,Cmah
mmu-miR-1901,Ank3
mmu-miR-1901,Cacna1h
mmu-miR-1901,Kmt2d
mmu-miR-1901,Myo18a
mmu-miR-1901,Kif1c
mmu-miR-1902,Dcaf7
mmu-miR-1902,Rp1
mmu-miR-1902,Zyg11b
mmu-miR-1902,Thada
mmu-miR-1902,Ar
mmu-miR-1902,Itpr2
mmu-miR-1902,Ikzf2
mmu-miR-1902,Dock9
mmu-miR-1902,Zfp516
mmu-miR-1902,Snx27
mmu-miR-1902,Myo6
mmu-miR-1902,Kat6b
mmu-miR-1902,Cacna1a
mmu-miR-1902,Slc38a1
mmu-miR-1902,Dab2ip
mmu-miR-1902,Pak3
mmu-miR-1902,Agpat5
mmu-miR-1902,Cacna1h
mmu-miR-1902,Bend3
mmu-miR-1902,Macf1
mmu-miR-1902,Sipa1l2
mmu-miR-1902,Tsc22d2
mmu-miR-1902,Rnf24
mmu-miR-1902,Mprip
mmu-miR-1902,Dyrk1a
mmu-miR-1902,Dab2ip
mmu-miR-1902,Itpr2
mmu-miR-1902,Phlpp2
mmu-miR-1902,Aim1
mmu-miR-1902,Scube3
mmu-miR-1903,Eml6
mmu-miR-1903,Otud7b
mmu-miR-1903,Akap12
mmu-miR-1903,Tsc2
mmu-miR-1903,Ncor1
mmu-miR-1903,Bcorl1
mmu-miR-1903,Cflar
mmu-miR-1903,Sh3pxd2b
mmu-miR-1903,Chd5
mmu-miR-1903,Kmt2d
mmu-miR-1903,Tsc2
mmu-miR-1903,Ncor1
mmu-miR-1903,Cnot1
mmu-miR-1903,Prrc2a
mmu-miR-1903,Ncor2
mmu-miR-1903,Ncor2
mmu-miR-1903,Pik3r1
mmu-miR-1903,Agpat5
mmu-miR-1903,Ankib1
mmu-miR-1903,Macf1
mmu-miR-1903,Cnot1
mmu-miR-1903,Dnajc5
mmu-miR-1903,Macf1
mmu-miR-1903,Map1a
mmu-miR-1903,Macf1
mmu-miR-1903,Mylk
mmu-miR-1903,Rab11fip1
mmu-miR-1903,Frem1
mmu-miR-1903,Adcy1
mmu-miR-1903,Ncor1
mmu-miR-1904,Prkce
mmu-miR-1904,Zbtb40
mmu-miR-1904,Bcorl1
mmu-miR-1904,Kmt2d
mmu-miR-1904,Adamts15
mmu-miR-1904,Mthfr
mmu-miR-1904,Ttn
mmu-miR-1904,Map1a
mmu-miR-1904,Crocc
mmu-miR-1904,Zc3h13
mmu-miR-1904,Rreb1
mmu-miR-1904,Hdlbp
mmu-miR-1904,Ank1
mmu-miR-1904,Wdr90
mmu-miR-1904,Slc30a9
mmu-miR-1904,Bmp2k
mmu-miR-1904,Zbtb40
mmu-miR-1904,Abca4
mmu-miR-1904,Mecp2
mmu-miR-1904,Tmem245
mmu-miR-1904,Fign
mmu-miR-1904,Ttn
mmu-miR-1904,Tnxb
mmu-miR-1904,Mecp2
mmu-miR-1904,Nucks1
mmu-miR-1904,Pou2f1
mmu-miR-1904,Nav3
mmu-miR-1904,Ago4
mmu-miR-1904,Rreb1
mmu-miR-1904,Ttn
mmu-miR-1905,Ryr2
mmu-miR-1905,Dip2c
mmu-miR-1905,Vcan
mmu-miR-1905,Vcan
mmu-miR-1905,Dnah7b
mmu-miR-1905,Tbc1d16
mmu-miR-1905,Tmem167
mmu-miR-1905,Zc3h4
mmu-miR-1905,Dip2c
mmu-miR-1905,Ttn
mmu-miR-1905,Wdr52
mmu-miR-1905,Pou2f1
mmu-miR-1905,Zc3h4
mmu-miR-1905,Smchd1
mmu-miR-1905,Sema5a
mmu-miR-1905,Wdr52
mmu-miR-1905,Ubxn2b
mmu-miR-1905,Entpd7
mmu-miR-1905,Pdzd8
mmu-miR-1905,Smg6
mmu-miR-1905,Scara3
mmu-miR-1905,Dip2c
mmu-miR-1905,Adra2b
mmu-miR-1905,Zfp641
mmu-miR-1905,Urgcp
mmu-miR-1905,Slc16a12
mmu-miR-1905,Lamc2
mmu-miR-1905,Lamc2
mmu-miR-1905,Ttc12
mmu-miR-1905,Mxd4
mmu-miR-1906,Gria2
mmu-miR-1906,Kcna1
mmu-miR-1906,Rnf24
mmu-miR-1906,Cacna1g
mmu-miR-1906,Maf
mmu-miR-1906,Rock2
mmu-miR-1906,Akap6
mmu-miR-1906,Rnf24
mmu-miR-1906,Soga1
mmu-miR-1906,Pag1
mmu-miR-1906,Cacna1g
mmu-miR-1906,Pogk
mmu-miR-1906,Rnf24
mmu-miR-1906,Ano5
mmu-miR-1906,Kcna1
mmu-miR-1906,Cacna1g
mmu-miR-1906,Vps26b
mmu-miR-1906,Myo5c
mmu-miR-1906,Med13l
mmu-miR-1906,Megf9
mmu-miR-1906,Gria2
mmu-miR-1906,Myo16
mmu-miR-1906,Rora
mmu-miR-1906,Cacna1g
mmu-miR-1906,Myo16
mmu-miR-1906,Wwc2
mmu-miR-1906,Uggt2
mmu-miR-1906,Usp34
mmu-miR-1906,Rock2
mmu-miR-1906,Cbfa2t2
mmu-miR-1907,Kcna1
mmu-miR-1907,Macf1
mmu-miR-1907,Tsc2
mmu-miR-1907,Gucy2f
mmu-miR-1907,Tsc2
mmu-miR-1907,Tnxb
mmu-miR-1907,Tsc1
mmu-miR-1907,Macf1
mmu-miR-1907,Megf9
mmu-miR-1907,Tnn
mmu-miR-1907,Ints1
mmu-miR-1907,Tsc1
mmu-miR-1907,Rock2
mmu-miR-1907,Celsr1
mmu-miR-1907,Pcsk5
mmu-miR-1907,Phlpp1
mmu-miR-1907,Tsc2
mmu-miR-1907,Brwd3
mmu-miR-1907,Tsc2
mmu-miR-1907,Tsc2
mmu-miR-1907,Dchs1
mmu-miR-1907,Ccdc88c
mmu-miR-1907,Uhmk1
mmu-miR-1907,Macf1
mmu-miR-1907,Tsc2
mmu-miR-1907,Ern1
mmu-miR-1907,Arid1b
mmu-miR-1907,Ccdc88c
mmu-miR-1907,Cbfa2t2
mmu-miR-1907,Huwe1
mmu-miR-190-3p,Mphosph9
mmu-miR-190-3p,Itgal
mmu-miR-190-3p,Ap1g1
mmu-miR-190-3p,Ergic2
mmu-miR-190-3p,Itgal
mmu-miR-190-3p,Arel1
mmu-miR-190-3p,Ap1g1
mmu-miR-190-3p,Opn4
mmu-miR-190-3p,Copb2
mmu-miR-190-3p,Hacl1
mmu-miR-190-3p,Hacl1
mmu-miR-190-3p,Rnf121
mmu-miR-190-3p,Ncam1
mmu-miR-190-3p,Pbrm1
mmu-miR-190-3p,Ncam1
mmu-miR-190-3p,Gabpb2
mmu-miR-190-3p,Gabpb2
mmu-miR-190-3p,Pbrm1
mmu-miR-190-3p,Pbrm1
mmu-miR-190-3p,Gabpb2
mmu-miR-190-3p,Afg3l1
mmu-miR-190-3p,Trappc12
mmu-miR-190-3p,Ms4a1
mmu-miR-190-3p,Ms4a1
mmu-miR-190-3p,Apc
mmu-miR-190-3p,Apc
mmu-miR-190-3p,Sidt1
mmu-miR-190-3p,Fbxo11
mmu-miR-190-3p,Smarca1
mmu-miR-190-3p,Fbxo11
mmu-miR-190-5p,Pik3cg
mmu-miR-190-5p,Mms19
mmu-miR-190-5p,Scn4a
mmu-miR-190-5p,Zzz3
mmu-miR-190-5p,Mfhas1
mmu-miR-190-5p,Zzz3
mmu-miR-190-5p,Tshz1
mmu-miR-190-5p,Pik3cg
mmu-miR-190-5p,Pik3cg
mmu-miR-190-5p,Slco1a4
mmu-miR-190-5p,Slco1a4
mmu-miR-190-5p,Kras
mmu-miR-190-5p,Rasgef1b
mmu-miR-190-5p,Bckdhb
mmu-miR-190-5p,1810041L15Rik
mmu-miR-190-5p,Gpr26
mmu-miR-190-5p,Pja2
mmu-miR-190-5p,Grip1
mmu-miR-190-5p,Grip1
mmu-miR-190-5p,Pja2
mmu-miR-190-5p,Wsb1
mmu-miR-190-5p,Grip1
mmu-miR-190-5p,Hivep3
mmu-miR-190-5p,Kif5b
mmu-miR-190-5p,Naalad2
mmu-miR-190-5p,Mbp
mmu-miR-190-5p,Tead1
mmu-miR-190-5p,Padi3
mmu-miR-190-5p,Naalad2
mmu-miR-190-5p,Tead1
mmu-miR-190b-3p,Taok1
mmu-miR-190b-3p,Soga1
mmu-miR-190b-3p,Taok1
mmu-miR-190b-3p,Dock11
mmu-miR-190b-3p,Lrrc58
mmu-miR-190b-3p,Ext1
mmu-miR-190b-3p,Megf10
mmu-miR-190b-3p,Srrm2
mmu-miR-190b-3p,Slc35b4
mmu-miR-190b-3p,Ern1
mmu-miR-190b-3p,Ago3
mmu-miR-190b-3p,Ireb2
mmu-miR-190b-3p,Ppm1b
mmu-miR-190b-3p,Fam179a
mmu-miR-190b-3p,Fam179a
mmu-miR-190b-3p,Tbl3
mmu-miR-190b-3p,Ero1l
mmu-miR-190b-3p,Cwf19l2
mmu-miR-190b-3p,Srp54b
mmu-miR-190b-3p,Ipo8
mmu-miR-190b-3p,AU019823
mmu-miR-190b-3p,Arl14ep
mmu-miR-190b-3p,Olfr613
mmu-miR-190b-3p,AU019823
mmu-miR-190b-3p,AU019823
mmu-miR-190b-3p,Ifi203
mmu-miR-190b-3p,Chrnb3
mmu-miR-190b-3p,Lgals8
mmu-miR-190b-3p,Lgals8
mmu-miR-190b-3p,Lgals8
mmu-miR-190b-5p,Obscn
mmu-miR-190b-5p,Pik3cg
mmu-miR-190b-5p,Sspo
mmu-miR-190b-5p,Frem3
mmu-miR-190b-5p,Mga
mmu-miR-190b-5p,Mfhas1
mmu-miR-190b-5p,Mga
mmu-miR-190b-5p,Mga
mmu-miR-190b-5p,Tmem2
mmu-miR-190b-5p,Zfp652
mmu-miR-190b-5p,Obscn
mmu-miR-190b-5p,Tshz1
mmu-miR-190b-5p,Tmem2
mmu-miR-190b-5p,Pcif1
mmu-miR-190b-5p,Slc22a6
mmu-miR-190b-5p,Pik3cg
mmu-miR-190b-5p,Uroc1
mmu-miR-190b-5p,Cdh7
mmu-miR-190b-5p,C2cd5
mmu-miR-190b-5p,C2cd5
mmu-miR-190b-5p,Tjp2
mmu-miR-190b-5p,Cant1
mmu-miR-190b-5p,Ppp2r5c
mmu-miR-190b-5p,Pik3cg
mmu-miR-190b-5p,Uroc1
mmu-miR-190b-5p,Cyp2j6
mmu-miR-190b-5p,Slco1a4
mmu-miR-190b-5p,Cdh7
mmu-miR-190b-5p,Tjp2
mmu-miR-190b-5p,Loxl2
mmu-miR-1912-3p,Ino80d
mmu-miR-1912-3p,Lig3
mmu-miR-1912-3p,Cds2
mmu-miR-1912-3p,Rora
mmu-miR-1912-3p,N4bp1
mmu-miR-1912-3p,Smarca4
mmu-miR-1912-3p,Trim67
mmu-miR-1912-3p,Cachd1
mmu-miR-1912-3p,Ino80d
mmu-miR-1912-3p,N4bp1
mmu-miR-1912-3p,Dtx4
mmu-miR-1912-3p,Cds2
mmu-miR-1912-3p,Lig3
mmu-miR-1912-3p,Abcc5
mmu-miR-1912-3p,Rnf150
mmu-miR-1912-3p,Smarca4
mmu-miR-1912-3p,Slc4a3
mmu-miR-1912-3p,Slc7a11
mmu-miR-1912-3p,Ret
mmu-miR-1912-3p,Hdgfrp3
mmu-miR-1912-3p,Ino80d
mmu-miR-1912-3p,Myt1l
mmu-miR-1912-3p,Lig3
mmu-miR-1912-3p,Slc4a3
mmu-miR-1912-3p,Adra2b
mmu-miR-1912-3p,Sec16b
mmu-miR-1912-3p,Bmp7
mmu-miR-1912-3p,Epn2
mmu-miR-1912-3p,Epn2
mmu-miR-1912-3p,Abcc5
mmu-miR-1912-5p,Slc7a1
mmu-miR-1912-5p,Macf1
mmu-miR-1912-5p,Kmt2d
mmu-miR-1912-5p,Macf1
mmu-miR-1912-5p,Fryl
mmu-miR-1912-5p,Med13l
mmu-miR-1912-5p,Mms19
mmu-miR-1912-5p,Mprip
mmu-miR-1912-5p,Ccdc88c
mmu-miR-1912-5p,Rapgef6
mmu-miR-1912-5p,Smg1
mmu-miR-1912-5p,Fat1
mmu-miR-1912-5p,Cnot1
mmu-miR-1912-5p,Rai1
mmu-miR-1912-5p,Crocc
mmu-miR-1912-5p,Zfp451
mmu-miR-1912-5p,Zc3h13
mmu-miR-1912-5p,Fryl
mmu-miR-1912-5p,Uvssa
mmu-miR-1912-5p,Kmt2d
mmu-miR-1912-5p,Acacb
mmu-miR-1912-5p,Tsc1
mmu-miR-1912-5p,Rp1l1
mmu-miR-1912-5p,Herc1
mmu-miR-1912-5p,Rai1
mmu-miR-1912-5p,Cacna1h
mmu-miR-1912-5p,Stxbp4
mmu-miR-1912-5p,Pde6h
mmu-miR-1912-5p,Zfp618
mmu-miR-1912-5p,AU022252
mmu-miR-191-3p,Prkce
mmu-miR-191-3p,Golga4
mmu-miR-191-3p,Lrrc7
mmu-miR-191-3p,Ryr1
mmu-miR-191-3p,Brip1
mmu-miR-191-3p,D630045J12Rik
mmu-miR-191-3p,Lrrk2
mmu-miR-191-3p,Zfp275
mmu-miR-191-3p,Entpd7
mmu-miR-191-3p,Mga
mmu-miR-191-3p,Dnah7b
mmu-miR-191-3p,Fnip2
mmu-miR-191-3p,Mkln1
mmu-miR-191-3p,Abca2
mmu-miR-191-3p,Zfp275
mmu-miR-191-3p,Gpr107
mmu-miR-191-3p,Myh10
mmu-miR-191-3p,Ccdc88c
mmu-miR-191-3p,Numa1
mmu-miR-191-3p,Golga4
mmu-miR-191-3p,Tmem2
mmu-miR-191-3p,Nlgn3
mmu-miR-191-3p,Mapk8ip3
mmu-miR-191-3p,Tmem2
mmu-miR-191-3p,Itpr3
mmu-miR-191-3p,Chd2
mmu-miR-191-3p,Sash1
mmu-miR-191-3p,Crocc
mmu-miR-191-3p,Crocc
mmu-miR-191-3p,Muc5b
mmu-miR-191-5p,Tsc1
mmu-miR-191-5p,Tsc1
mmu-miR-191-5p,Tsc1
mmu-miR-191-5p,Kcna1
mmu-miR-191-5p,Tsc1
mmu-miR-191-5p,Myom2
mmu-miR-191-5p,Coro7
mmu-miR-191-5p,Ddr1
mmu-miR-191-5p,Crkl
mmu-miR-191-5p,Duox1
mmu-miR-191-5p,Dnajc10
mmu-miR-191-5p,Chuk
mmu-miR-191-5p,Arhgap18
mmu-miR-191-5p,Ddr1
mmu-miR-191-5p,Klf12
mmu-miR-191-5p,Chuk
mmu-miR-191-5p,Magel2
mmu-miR-191-5p,Ubp1
mmu-miR-191-5p,Suv39h1
mmu-miR-191-5p,Suv39h1
mmu-miR-191-5p,Zfp583
mmu-miR-191-5p,Zfp583
mmu-miR-191-5p,Il15ra
mmu-miR-191-5p,Zfp583
mmu-miR-191-5p,Tmem158
mmu-miR-191-5p,Fetub
mmu-miR-191-5p,Fetub
mmu-miR-191-5p,Fetub
mmu-miR-191-5p,Fetub
mmu-miR-191-5p,Thada
mmu-miR-1927,
mmu-miR-1927,Iqsec2
mmu-miR-1927,Chd4
mmu-miR-1927,Strbp
mmu-miR-1927,N4bp1
mmu-miR-1927,Gon4l
mmu-miR-1927,Tnxb
mmu-miR-1927,Gon4l
mmu-miR-1927,Cyfip2
mmu-miR-1927,Ago4
mmu-miR-1927,Ttll7
mmu-miR-1927,Crocc
mmu-miR-1927,Bace1
mmu-miR-1927,Unc13c
mmu-miR-1927,Rab11fip1
mmu-miR-1927,Iqsec2
mmu-miR-1927,Clmn
mmu-miR-1927,Cyfip2
mmu-miR-1927,Sdk1
mmu-miR-1927,Chd4
mmu-miR-1927,Ago4
mmu-miR-1927,Clasp2
mmu-miR-1927,Ttn
mmu-miR-1927,Pik3c2b
mmu-miR-1927,Chd4
mmu-miR-1927,Ttn
mmu-miR-1927,Crocc
mmu-miR-1927,Ttn
mmu-miR-1927,Lrp4
mmu-miR-1927,Dnajc5
mmu-miR-1928,Dip2b
mmu-miR-1928,2610002M06Rik
mmu-miR-1928,Prkce
mmu-miR-1928,Ank3
mmu-miR-1928,Gpr98
mmu-miR-1928,Dip2b
mmu-miR-1928,Lrrc58
mmu-miR-1928,Pask
mmu-miR-1928,Ank3
mmu-miR-1928,Smg6
mmu-miR-1928,Pafah1b1
mmu-miR-1928,Pafah1b1
mmu-miR-1928,Krit1
mmu-miR-1928,Col5a3
mmu-miR-1928,Mprip
mmu-miR-1928,Ank3
mmu-miR-1928,Smg1
mmu-miR-1928,Prex2
mmu-miR-1928,Maf
mmu-miR-1928,Ank3
mmu-miR-1928,Hdlbp
mmu-miR-1928,Pkd1
mmu-miR-1928,Myo16
mmu-miR-1928,Zfp704
mmu-miR-1928,Aim1
mmu-miR-1928,Itgbl1
mmu-miR-1928,Fzd6
mmu-miR-1928,Ehd4
mmu-miR-1928,Gys1
mmu-miR-1928,Zer1
mmu-miR-1929-3p,Herc2
mmu-miR-1929-3p,Piezo2
mmu-miR-1929-3p,Myo6
mmu-miR-1929-3p,2610507B11Rik
mmu-miR-1929-3p,Itga4
mmu-miR-1929-3p,Zfp608
mmu-miR-1929-3p,Ryr2
mmu-miR-1929-3p,Cep192
mmu-miR-1929-3p,Itpr1
mmu-miR-1929-3p,Tenm4
mmu-miR-1929-3p,Ints1
mmu-miR-1929-3p,Herc1
mmu-miR-1929-3p,Arid2
mmu-miR-1929-3p,Kif26a
mmu-miR-1929-3p,Atp10b
mmu-miR-1929-3p,Itpr1
mmu-miR-1929-3p,Scn10a
mmu-miR-1929-3p,Myo6
mmu-miR-1929-3p,Nbeal1
mmu-miR-1929-3p,Apob
mmu-miR-1929-3p,Rapgef6
mmu-miR-1929-3p,Xiap
mmu-miR-1929-3p,Evi5
mmu-miR-1929-3p,Herc2
mmu-miR-1929-3p,Mylk
mmu-miR-1929-3p,Ryr3
mmu-miR-1929-3p,Stab2
mmu-miR-1929-3p,Apob
mmu-miR-1929-3p,Evi5
mmu-miR-1929-3p,Tenm4
mmu-miR-1929-5p,Myh3
mmu-miR-1929-5p,Trpm7
mmu-miR-1929-5p,Wdr81
mmu-miR-1929-5p,Herc2
mmu-miR-1929-5p,Lyst
mmu-miR-1929-5p,Myo18a
mmu-miR-1929-5p,Myh10
mmu-miR-1929-5p,Tsc22d2
mmu-miR-1929-5p,Myo18a
mmu-miR-1929-5p,Arnt2
mmu-miR-1929-5p,Myo18a
mmu-miR-1929-5p,Myh10
mmu-miR-1929-5p,Tnrc6b
mmu-miR-1929-5p,Lypd1
mmu-miR-1929-5p,Frem1
mmu-miR-1929-5p,Trpm7
mmu-miR-1929-5p,5330417C22Rik
mmu-miR-1929-5p,Phlpp2
mmu-miR-1929-5p,Myo18a
mmu-miR-1929-5p,Ank3
mmu-miR-1929-5p,Myh10
mmu-miR-1929-5p,Mprip
mmu-miR-1929-5p,Myh3
mmu-miR-1929-5p,Cnr1
mmu-miR-1929-5p,Myo18a
mmu-miR-1929-5p,Myo18a
mmu-miR-1929-5p,Wdr81
mmu-miR-1929-5p,Myo18a
mmu-miR-1929-5p,Lrrc58
mmu-miR-1929-5p,Frem1
mmu-miR-192-3p,Fign
mmu-miR-192-3p,Chd2
mmu-miR-192-3p,Ptprj
mmu-miR-192-3p,Megf8
mmu-miR-192-3p,Prex2
mmu-miR-192-3p,Tecpr2
mmu-miR-192-3p,Ptprj
mmu-miR-192-3p,Cds2
mmu-miR-192-3p,Vps13c
mmu-miR-192-3p,Vps13c
mmu-miR-192-3p,Vps13c
mmu-miR-192-3p,Tecpr2
mmu-miR-192-3p,Tecpr2
mmu-miR-192-3p,Cds2
mmu-miR-192-3p,Ptprj
mmu-miR-192-3p,Slc24a2
mmu-miR-192-3p,Grin2b
mmu-miR-192-3p,Slc24a2
mmu-miR-192-3p,Mtmr6
mmu-miR-192-3p,Kras
mmu-miR-192-3p,Ptprj
mmu-miR-192-3p,Hr
mmu-miR-192-3p,Ceacam3
mmu-miR-192-3p,Slc5a12
mmu-miR-192-3p,Zfp65
mmu-miR-192-3p,Phtf1
mmu-miR-192-3p,Grin2b
mmu-miR-192-3p,Dnajc27
mmu-miR-192-3p,Lrch3
mmu-miR-192-3p,Hr
mmu-miR-192-5p,Nav3
mmu-miR-192-5p,Crocc
mmu-miR-192-5p,Clmn
mmu-miR-192-5p,Sema6d
mmu-miR-192-5p,Sema6d
mmu-miR-192-5p,Rnf152
mmu-miR-192-5p,Pask
mmu-miR-192-5p,Nlgn3
mmu-miR-192-5p,Lrrc58
mmu-miR-192-5p,Csmd3
mmu-miR-192-5p,Arhgap32
mmu-miR-192-5p,Fnbp1
mmu-miR-192-5p,Clmn
mmu-miR-192-5p,Tnc
mmu-miR-192-5p,Rnf152
mmu-miR-192-5p,Crocc
mmu-miR-192-5p,Sema6d
