,Sample,Detector,Avg 3m Ct1,Avg 3m Ct2,Avg 3m Ct3,Media 3m ct,Avg 6m Ct1,Avg 6m Ct2,Media 6m ct,MEDIA CT 12 MESI,RQ1 3m ,RQ2 3m,RQ3 3m,Media RQ 3m,RQ1 6m,RQ2 6m,Media RQ 6m,RQ 12 MESI,Targets
225,"LF_3mesi,setA_1",mmu-miR-216a-002220,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
226,HF_3mesi:setA_1,mmu-miR-216b-002326,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
227,"LF_3mesi,setA_1",mmu-miR-216b-002326,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
228,HF_3mesi:setA_1,mmu-miR-217-002556,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949774384498596,
229,"LF_3mesi,setA_1",mmu-miR-217-002556,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
230,HF_3mesi:setA_1,mmu-miR-218-000521,31.082,32.727,30.82,31.543,34.954,34.964,34.959,0.0,1.172,0.894,0.381,0.815666666666667,0.543,0.555,0.549,0.0,
231,"LF_3mesi,setA_1",mmu-miR-218-000521,31.621,32.131,29.192,30.9813333333333,33.575,33.928,33.7515,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
232,HF_3mesi:setA_1,mmu-miR-219-000522,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.085,0.121,0.0,0.103,0.0,0.0,0.0,1.57916212081909,
233,"LF_3mesi,setA_1",mmu-miR-219-000522,36.76,36.519,40.0,37.7596666666667,0.0,40.0,40.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,
234,HF_3mesi:setA_1,mmu-miR-220-002468,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
235,"LF_3mesi,setA_1",mmu-miR-220-002468,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
236,HF_3mesi:setA_1,mmu-miR-221-000524,29.347,30.955,29.484,29.9286666666667,31.758,30.884,31.321,34.3256225585937,2.592,0.338,1.133,1.35433333333333,0.809,0.611,0.71,0.0,
237,"LF_3mesi,setA_1",mmu-miR-221-000524,31.032,28.957,29.429,29.806,30.955,29.986,30.4705,33.7690734863281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
238,HF_3mesi:setA_1,mmu-miR-222-002276,25.648,26.524,25.943,26.0383333333333,27.952,27.947,27.9495,0.0,1.314,0.923,1.12,1.119,1.118,0.958,1.038,0.0,
239,"LF_3mesi,setA_1",mmu-miR-222-002276,26.352,25.974,25.871,26.0656666666667,27.616,27.698,27.657,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
240,HF_3mesi:setA_1,mmu-miR-223-002295,26.518,27.042,26.501,26.687,27.951,27.944,27.9475,0.0,0.776,0.933,1.002,0.903666666666667,0.872,0.68,0.776,0.0,
241,"LF_3mesi,setA_1",mmu-miR-223-002295,26.462,26.506,26.268,26.412,27.256,27.203,27.2295,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
242,HF_3mesi:setA_1,mmu-miR-224-002553,35.401,36.385,33.65,35.1453333333333,35.963,40.0,37.9815,36.1346778869629,0.094,0.144,0.725,0.321,0.312,0.035,0.1735,0.0,
243,"LF_3mesi,setA_1",mmu-miR-224-002553,32.307,33.155,32.951,32.8043333333333,33.783,34.989,34.386,37.3118553161621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
244,HF_3mesi:setA_1,mmu-miR-23a-000399,40.0,40.0,40.0,40.0,30.094,29.684,29.889,0.0,0.0,0.345,0.0,0.345,0.364,2.725,1.5445,0.0,
245,"LF_3mesi,setA_1",mmu-miR-23a-000399,40.0,38.031,40.0,39.3436666666667,28.14,30.945,29.5425,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
246,HF_3mesi:setA_1,mmu-miR-23b-000400,29.044,31.035,29.714,29.931,31.955,31.966,31.9605,0.0,1.547,0.876,1.627,1.35,2.126,1.779,1.9525,0.0,
247,"LF_3mesi,setA_1",mmu-miR-23b-000400,29.983,30.409,30.181,30.191,32.545,32.61,32.5775,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
248,HF_3mesi:setA_1,mmu-miR-24-000402,23.149,24.225,23.265,23.5463333333333,24.965,24.979,24.972,25.3896389007568,0.939,0.632,0.994,0.855,0.986,0.986,0.986,0.370694756507874,
249,"LF_3mesi,setA_1",mmu-miR-24-000402,23.368,23.129,23.021,23.1726666666667,24.447,24.772,24.6095,25.376579284668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
250,HF_3mesi:setA_1,mmu-miR-25-000403,30.479,32.45,30.447,31.1253333333333,32.269,32.962,32.6155,0.0,0.697,0.56,0.772,0.676333333333333,1.122,0.749,0.9355,0.0,
251,"LF_3mesi,setA_1",mmu-miR-25-000403,30.269,31.178,29.838,30.4283333333333,31.938,32.358,32.148,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
252,HF_3mesi:setA_1,mmu-miR-26a-000405,23.942,25.308,23.968,24.406,25.975,25.891,25.933,28.1112842559814,1.018,0.543,1.085,0.882,0.921,0.596,0.7585,0.0,
253,"LF_3mesi,setA_1",mmu-miR-26a-000405,24.278,23.993,23.85,24.0403333333333,25.359,24.959,25.159,27.7637252807617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
254,HF_3mesi:setA_1,mmu-miR-26b-000407,24.517,25.615,24.359,24.8303333333333,26.26,26.59,26.425,27.7721557617187,0.92,0.567,1.054,0.847,1.152,0.729,0.9405,1.50927519798279,
255,"LF_3mesi,setA_1",mmu-miR-26b-000407,24.708,24.361,24.2,24.423,25.967,25.948,25.9575,27.4552536010742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
256,HF_3mesi:setA_1,mmu-miR-27a-000408,29.459,30.963,29.366,29.9293333333333,32.965,32.993,32.979,33.2753143310547,0.739,0.608,1.066,0.804333333333334,0.666,0.279,0.4725,0.0,
257,"LF_3mesi,setA_1",mmu-miR-27a-000408,29.332,29.81,29.224,29.4553333333333,31.881,30.968,31.4245,32.704475402832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
258,HF_3mesi:setA_1,mmu-miR-27b-000409,28.938,30.762,28.832,29.5106666666667,31.674,30.962,31.318,0.0,0.84,0.426,1.244,0.836666666666667,1.744,0.93,1.337,0.0,
259,"LF_3mesi,setA_1",mmu-miR-27b-000409,28.996,29.094,28.912,29.0006666666667,31.979,30.671,31.325,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
260,HF_3mesi:setA_1,mmu-miR-28-000411,28.879,29.983,28.962,29.2746666666667,31.832,31.236,31.534,0.0,1.559,0.844,1.576,1.32633333333333,0.766,0.934,0.85,0.74635648727417,
261,"LF_3mesi,setA_1",mmu-miR-28-000411,29.829,29.304,29.384,29.5056666666667,30.95,30.952,30.951,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
262,HF_3mesi:setA_1,mmu-miR-290-3p-002591,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
263,"LF_3mesi,setA_1",mmu-miR-290-3p-002591,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
264,HF_3mesi:setA_1,mmu-miR-291a-3p-002592,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591905295848846,"Anapc16,Hyal1,Fbxl3,Acat1,Ercc4,Grm1,Mpp7,Nfatc3,Nav1,Zbtb41,Zfp607b,Gad2,Abl2,Glyctk,Mpv17,Stxbp4,Cntn2,Tns4,Mup13,Ybey,Chrnb4,Pwwp2a,Kif5b,Slc6a2,Ppp2r3d,Myl6b,Luc7l2,Galnt4,Tprkb,Camk4,Il10rb,Npy1r,Mau2,Ddx11,Trim56,Zfp882,Adarb1,Hecw1,Zfp568,H2-T3,Pax6,Ogdh,Tmem245,Mtif2,Dkc1,Asxl2,Mc1r,Ubxn2a,A830018L16Rik,Tmlhe,Cdkn1a,Fam168b,Glrx2,Emc8,Ncl,Diaph2,Magt1,Lpl,Elf1,Zfp866,Chic1,Gabpb2,Samd8,Hpgds,Cxcl11,Mup7,Usp45,Car5b,Chek2,Cd300a,Nol10"
265,"LF_3mesi,setA_1",mmu-miR-291a-3p-002592,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Anapc16,Hyal1,Fbxl3,Acat1,Ercc4,Grm1,Mpp7,Nfatc3,Nav1,Zbtb41,Zfp607b,Gad2,Abl2,Glyctk,Mpv17,Stxbp4,Cntn2,Tns4,Mup13,Ybey,Chrnb4,Pwwp2a,Kif5b,Slc6a2,Ppp2r3d,Myl6b,Luc7l2,Galnt4,Tprkb,Camk4,Il10rb,Npy1r,Mau2,Ddx11,Trim56,Zfp882,Adarb1,Hecw1,Zfp568,H2-T3,Pax6,Ogdh,Tmem245,Mtif2,Dkc1,Asxl2,Mc1r,Ubxn2a,A830018L16Rik,Tmlhe,Cdkn1a,Fam168b,Glrx2,Emc8,Ncl,Diaph2,Magt1,Lpl,Elf1,Zfp866,Chic1,Gabpb2,Samd8,Hpgds,Cxcl11,Mup7,Usp45,Car5b,Chek2,Cd300a,Nol10"
266,HF_3mesi:setA_1,mmu-miR-291b-5p-002537,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604617357254028,"Bach2,Msi2,Cdc42se2,Mcc,Ppp2r3d,Ogdh,Grap,H2-Q4,Zfp113,Asxl2,Mettl2,Ttc14,Fndc1,Hipk3,Tmem136,Zfp866,Rab27a,Cd300a,Nol10,Cdc37l1,Ptprg"
267,"LF_3mesi,setA_1",mmu-miR-291b-5p-002537,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Bach2,Msi2,Cdc42se2,Mcc,Ppp2r3d,Ogdh,Grap,H2-Q4,Zfp113,Asxl2,Mettl2,Ttc14,Fndc1,Hipk3,Tmem136,Zfp866,Rab27a,Cd300a,Nol10,Cdc37l1,Ptprg"
268,HF_3mesi:setA_1,mmu-miR-292-3p-002593,40.0,40.0,34.326,38.1086666666667,0.0,40.0,40.0,0.0,0.0,0.0,60.119,60.119,0.0,0.0,0.0,0.367040991783142,
269,"LF_3mesi,setA_1",mmu-miR-292-3p-002593,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
270,HF_3mesi:setA_1,mmu-miR-293-001794,40.0,40.0,40.0,40.0,0.0,35.986,35.986,0.0,0.0,0.0,0.0,0.0,0.0,18.38,18.38,0.0,
271,"LF_3mesi,setA_1",mmu-miR-293-001794,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
272,HF_3mesi:setA_1,mmu-miR-294-001056,40.0,37.482,38.17,38.5506666666667,34.083,36.368,35.2255,0.0,0.0,7.743,4.186,5.9645,0.391,0.63,0.5105,0.0,
273,"LF_3mesi,setA_1",mmu-miR-294-001056,40.0,40.0,40.0,40.0,32.231,35.516,33.8735,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,
274,HF_3mesi:setA_1,mmu-miR-295-000189,32.774,33.598,32.575,32.9823333333333,34.928,35.932,35.43,34.8441467285156,120.796,0.548,1.129,40.8243333333333,2.826,1.15,1.988,0.0,
275,"LF_3mesi,setA_1",mmu-miR-295-000189,40.0,32.294,32.515,34.9363333333333,35.929,35.947,35.938,34.6323394775391,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
276,HF_3mesi:setA_1,mmu-miR-296-3p-002101,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Phf14,Tnf,Clvs1,Ctla2a,Nsa2,Mcmdc2,Dusp8,Braf,Cxcl11,Igf1r,Gna14,Car5b,Tfam,Prss43"
277,"LF_3mesi,setA_1",mmu-miR-296-3p-002101,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Phf14,Tnf,Clvs1,Ctla2a,Nsa2,Mcmdc2,Dusp8,Braf,Cxcl11,Igf1r,Gna14,Car5b,Tfam,Prss43"
278,HF_3mesi:setA_1,mmu-miR-296-5p-000527,34.845,36.425,34.615,35.295,35.94,40.0,37.97,0.0,0.853,0.529,2.361,1.24766666666667,23.539,0.034,11.7865,0.0,"Vmn1r58,Grk1,Zfp300,Tmed9,Slc7a1,Atpaf2,Prlr,Nanog"
279,"LF_3mesi,setA_1",mmu-miR-296-5p-000527,34.925,35.071,35.619,35.205,40.0,34.948,37.474,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,"Vmn1r58,Grk1,Zfp300,Tmed9,Slc7a1,Atpaf2,Prlr,Nanog"
280,HF_3mesi:setA_1,mmu-miR-297b-5p-001626,40.0,40.0,40.0,40.0,0.0,37.103,37.103,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.0,"BC003965,Gnaq,Rpusd2,Fam214b,Ncam1,Gfod1,Ell2,Pstpip2,D630045J12Rik,Gnb4,Fbrs,Rgs8,Gabrb2,Slc1a2,Ubn2,Cpne3,Zfp729a,Xiap,Cd28,Lrrc40,Rfx3,Clec2h,Abcc9,Has2,Slc6a6,Gabpb2,Fblim1,Zfp92,Brat1,Ptprk,Slamf1,Tnfsf15,Akap2,Slc12a2,Nrf1,Uhrf1bp1l,Unc5d,Xrcc3,Lcorl,Htr3b,Egfl6,Slc5a8,Lin7a,Gpatch11,Cpne9,Htr1f,Zc3h12a,Cnih3,Tbc1d24,Zeb2,Hecw1,Asb7,Ubxn2b,Eif2s1,Ccdc127,Vps33b,Tmco1,Mfap3l,Zbtb39,Ccpg1,Cox15,Camk1d,Txlnb,Rab9b,Nrxn1,Ceacam20,Prr11,Il21,Fam49a,Sema6a,Il18r1,Casp8,Rorb,Slc15a5,Sike1,Gatc,Ski,Snap25,Mylk4,Nsd2,Vps37a,B3gnt2,Iglon5,Cdh12,Lrrn4cl,Tsc22d3,Aplnr,Eno2,Alkbh1,Mllt3,Nxpe3,Ccl28,Gcnt4,Six4,Dnaaf5,Rab3c,Kcnip3,Pcdh17,Dnm3,Etv3,Sept3,Slc24a2,Slc22a8,Nsd3,Neu1,Nbeal1,Nwd1,Ddx6,Tmem26,Acmsd,Ehbp1l1,St18,Vdr,Gm5464"
281,"LF_3mesi,setA_1",mmu-miR-297b-5p-001626,40.0,40.0,40.0,40.0,0.0,30.033,30.033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"BC003965,Gnaq,Rpusd2,Fam214b,Ncam1,Gfod1,Ell2,Pstpip2,D630045J12Rik,Gnb4,Fbrs,Rgs8,Gabrb2,Slc1a2,Ubn2,Cpne3,Zfp729a,Xiap,Cd28,Lrrc40,Rfx3,Clec2h,Abcc9,Has2,Slc6a6,Gabpb2,Fblim1,Zfp92,Brat1,Ptprk,Slamf1,Tnfsf15,Akap2,Slc12a2,Nrf1,Uhrf1bp1l,Unc5d,Xrcc3,Lcorl,Htr3b,Egfl6,Slc5a8,Lin7a,Gpatch11,Cpne9,Htr1f,Zc3h12a,Cnih3,Tbc1d24,Zeb2,Hecw1,Asb7,Ubxn2b,Eif2s1,Ccdc127,Vps33b,Tmco1,Mfap3l,Zbtb39,Ccpg1,Cox15,Camk1d,Txlnb,Rab9b,Nrxn1,Ceacam20,Prr11,Il21,Fam49a,Sema6a,Il18r1,Casp8,Rorb,Slc15a5,Sike1,Gatc,Ski,Snap25,Mylk4,Nsd2,Vps37a,B3gnt2,Iglon5,Cdh12,Lrrn4cl,Tsc22d3,Aplnr,Eno2,Alkbh1,Mllt3,Nxpe3,Ccl28,Gcnt4,Six4,Dnaaf5,Rab3c,Kcnip3,Pcdh17,Dnm3,Etv3,Sept3,Slc24a2,Slc22a8,Nsd3,Neu1,Nbeal1,Nwd1,Ddx6,Tmem26,Acmsd,Ehbp1l1,St18,Vdr,Gm5464"
282,HF_3mesi:setA_1,mmu-miR-297c-002480,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.108,0.108,0.0,0.0,0.0,0.0,
283,"LF_3mesi,setA_1",mmu-miR-297c-002480,40.0,40.0,36.559,38.853,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
284,HF_3mesi:setA_1,mmu-miR-298-002598,40.0,40.0,40.0,40.0,0.0,32.87,32.87,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.215,0.0,
285,"LF_3mesi,setA_1",mmu-miR-298-002598,40.0,40.0,40.0,40.0,0.0,30.468,30.468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
286,HF_3mesi:setA_1,mmu-miR-29a-002112,22.293,23.487,22.236,22.672,24.933,24.622,24.7775,25.4924488067627,0.662,0.564,0.986,0.737333333333333,0.933,0.701,0.817,0.612371206283569,
287,"LF_3mesi,setA_1",mmu-miR-29a-002112,22.008,22.225,21.981,22.0713333333333,24.336,23.922,24.129,25.1906433105469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
288,HF_3mesi:setA_1,mmu-miR-29b-000413,30.504,31.185,29.551,30.4133333333333,31.965,31.361,31.663,35.3192710876465,0.659,0.517,0.868,0.681333333333333,1.523,0.882,1.2025,0.0,
289,"LF_3mesi,setA_1",mmu-miR-29b-000413,30.212,29.797,29.112,29.707,32.075,30.994,31.5345,33.3761367797852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
290,HF_3mesi:setA_1,mmu-miR-29c-000587,25.602,26.734,24.988,25.7746666666667,28.987,27.967,28.477,28.83909034729,0.69,0.542,1.146,0.792666666666667,1.189,0.733,0.961,0.0,
291,"LF_3mesi,setA_1",mmu-miR-29c-000587,25.376,25.415,24.95,25.247,28.74,27.334,28.037,28.5024929046631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
292,HF_3mesi:setA_1,mmu-miR-301a-000528,30.886,31.554,29.973,30.8043333333333,32.98,32.958,32.969,34.5463752746582,0.841,0.563,1.815,1.073,0.552,0.585,0.5685,0.0,
293,"LF_3mesi,setA_1",mmu-miR-301a-000528,30.947,30.289,30.598,30.6113333333333,31.624,31.999,31.8115,34.0573577880859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
294,HF_3mesi:setA_1,mmu-miR-301b-002600,31.526,32.065,30.031,31.2073333333333,33.67,33.964,33.817,0.0,1.056,0.647,2.248,1.317,1.724,0.792,1.258,0.0,
295,"LF_3mesi,setA_1",mmu-miR-301b-002600,31.916,31.002,30.964,31.294,33.959,33.441,33.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
296,HF_3mesi:setA_1,mmu-miR-302a-000529,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.087,0.087,0.0,0.005,0.005,0.0,
297,"LF_3mesi,setA_1",mmu-miR-302a-000529,40.0,40.0,36.247,38.749,0.0,32.295,32.295,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
298,HF_3mesi:setA_1,mmu-miR-302b-000531,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007,0.610977828502655,
299,"LF_3mesi,setA_1",mmu-miR-302b-000531,40.0,40.0,40.0,40.0,0.0,32.606,32.606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
300,HF_3mesi:setA_1,mmu-miR-302c-002558,36.338,40.0,40.0,38.7793333333333,0.0,30.81,30.81,0.0,10.207,0.0,0.0,10.207,0.0,664.439,664.439,0.14177916944027,
301,"LF_3mesi,setA_1",mmu-miR-302c-002558,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
302,HF_3mesi:setA_1,mmu-miR-302d-000535,39.317,40.0,40.0,39.7723333333333,0.0,40.0,40.0,0.0,1.295,0.0,0.0,1.295,0.0,0.0,0.0,0.59641969203949,
303,"LF_3mesi,setA_1",mmu-miR-302d-000535,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
304,HF_3mesi:setA_1,mmu-miR-30a-000417,25.477,26.607,25.566,25.8833333333333,27.943,27.943,27.943,28.83909034729,0.707,0.724,1.061,0.830666666666667,0.912,0.91,0.911,0.38846018910408,
305,"LF_3mesi,setA_1",mmu-miR-30a-000417,25.287,25.705,25.417,25.4696666666667,27.313,27.62,27.4665,28.5024929046631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
306,HF_3mesi:setA_1,mmu-miR-30b-000602,23.103,23.964,23.111,23.3926666666667,25.984,25.519,25.7515,28.3722801208496,1.008,0.716,0.948,0.890666666666667,1.067,0.781,0.924,0.0,
307,"LF_3mesi,setA_1",mmu-miR-30b-000602,23.424,23.046,22.799,23.0896666666667,25.581,24.977,25.279,25.8908939361572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
308,HF_3mesi:setA_1,mmu-miR-30c-000419,22.472,23.288,22.34,22.7,24.951,24.963,24.957,25.3011474609375,0.961,0.815,1.121,0.965666666666667,1.086,0.87,0.978,0.0,
309,"LF_3mesi,setA_1",mmu-miR-30c-000419,22.725,22.557,22.269,22.517,24.572,24.576,24.574,25.013671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
310,HF_3mesi:setA_1,mmu-miR-30d-000420,27.237,27.945,26.793,27.325,28.988,28.967,28.9775,29.9477062225342,0.747,0.677,1.06,0.828,1.059,0.774,0.9165,0.0,
311,"LF_3mesi,setA_1",mmu-miR-30d-000420,27.127,26.948,26.641,26.9053333333333,28.573,28.41,28.4915,30.1084156036377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
312,HF_3mesi:setA_1,mmu-miR-30e-002223,24.402,25.829,24.695,24.9753333333333,26.912,26.922,26.917,27.3732109069824,1.012,0.64,1.136,0.929333333333333,1.031,0.874,0.9525,0.0,
313,"LF_3mesi,setA_1",mmu-miR-30e-002223,24.729,24.75,24.644,24.7076666666667,26.459,26.541,26.5,27.4022045135498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
314,HF_3mesi:setA_1,mmu-miR-31-000185,25.145,26.335,25.173,25.551,27.402,27.475,27.4385,27.5262985229492,0.687,0.58,1.026,0.764333333333333,1.041,0.791,0.916,0.0,
315,"LF_3mesi,setA_1",mmu-miR-31-000185,24.914,25.113,24.974,25.0003333333333,26.963,26.951,26.957,27.3702926635742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
316,HF_3mesi:setA_1,mmu-miR-32-002109,35.671,33.8,32.666,34.0456666666667,35.76,36.974,36.367,0.0,0.155,2.103,0.223,0.827,0.043,0.158,0.1005,0.576419692039489,
317,"LF_3mesi,setA_1",mmu-miR-32-002109,33.287,34.438,30.269,32.6646666666667,30.73,34.129,32.4295,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
318,HF_3mesi:setA_1,mmu-miR-320-002277,27.729,27.998,27.546,27.7576666666667,30.981,30.959,30.97,0.0,1.993,1.128,1.11,1.41033333333333,1.024,0.573,0.7985,0.134867131710053,
319,"LF_3mesi,setA_1",mmu-miR-320-002277,29.033,27.737,27.462,28.0773333333333,30.518,29.969,30.2435,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
320,HF_3mesi:setA_1,mmu-miR-322-001076,29.83,31.957,30.366,30.7176666666667,32.991,32.967,32.979,0.0,1.084,0.555,2.043,1.22733333333333,0.679,0.829,0.754,0.617076814174652,
321,"LF_3mesi,setA_1",mmu-miR-322-001076,30.256,30.671,31.162,30.6963333333333,31.934,32.51,32.222,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
322,HF_3mesi:setA_1,mmu-miR-323-3p-002227,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.107,0.149,0.0,0.128,0.0,0.0,0.0,0.841892004013062,"Eed,Atf7,Taf3,Kctd12,Atp8b1,Tyw1,Crem,Twist2,Fzd3,Pira1,Ccser1,2510002D24Rik,4930539E08Rik,Elmsan1,Azi2,Pira2,Maml3,Rc3h2,Ehf,Usp6nl,Dstyk,Sept8,Iars2,Kcnj2"
323,"LF_3mesi,setA_1",mmu-miR-323-3p-002227,37.088,36.816,40.0,37.968,0.0,40.0,40.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"Eed,Atf7,Taf3,Kctd12,Atp8b1,Tyw1,Crem,Twist2,Fzd3,Pira1,Ccser1,2510002D24Rik,4930539E08Rik,Elmsan1,Azi2,Pira2,Maml3,Rc3h2,Ehf,Usp6nl,Dstyk,Sept8,Iars2,Kcnj2"
