,Sample,Detector,Avg 3m Ct1,Avg 3m Ct2,Avg 3m Ct3,Media 3m ct,Avg 6m Ct1,Avg 6m Ct2,Media 6m ct,MEDIA CT 12 MESI,RQ1 3m ,RQ2 3m,RQ3 3m,Media RQ 3m,RQ1 6m,RQ2 6m,Media RQ 6m,RQ 12 MESI,Targets
38,HF_3mesi:setA_1,mmu-miR-107-000443,30.265,31.961,30.681,30.969,33.003,33.01,33.0065,0.0,2.93,0.121,2.106,1.719,1.354,1.017,1.1855,0.0,
39,"LF_3mesi,setA_1",mmu-miR-107-000443,32.126,28.483,31.52,30.7096666666667,32.943,32.848,32.8955,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
40,HF_3mesi:setA_1,mmu-miR-10a-000387,40.0,35.74,33.379,36.373,30.628,30.529,30.5785,37.3851432800293,0.023,0.579,2.343,0.981666666666667,7.148,3.173,5.1605,0.0,
41,"LF_3mesi,setA_1",mmu-miR-10a-000387,34.854,34.515,34.372,34.5803333333333,32.968,32.009,32.4885,39.2941551208496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
42,HF_3mesi:setA_1,mmu-miR-10b-002218,35.795,37.142,33.668,35.535,35.974,36.056,36.015,38.6112289428711,0.024,0.041,0.04,0.035,0.303,0.562,0.4325,0.0,
43,"LF_3mesi,setA_1",mmu-miR-10b-002218,30.718,32.085,28.802,30.535,33.752,35.038,34.395,37.4972534179687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
44,HF_3mesi:setA_1,mmu-miR-122-002245,21.257,22.317,20.974,21.516,23.97,23.93,23.95,0.0,1.181,0.538,1.066,0.928333333333333,1.226,0.868,1.047,0.0,
45,"LF_3mesi,setA_1",mmu-miR-122-002245,21.807,20.988,20.831,21.2086666666667,23.766,23.54,23.653,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
46,HF_3mesi:setA_1,mmu-miR-124-001182,40.0,40.0,29.255,36.4183333333333,32.59,30.09,31.34,0.0,0.653,0.029,22.028,7.57,0.413,1.448,0.9305,0.0,
47,"LF_3mesi,setA_1",mmu-miR-124-001182,39.695,34.478,33.481,35.8846666666667,30.816,30.438,30.627,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
48,HF_3mesi:setA_1,mmu-miR-125a-3p-002199,38.79,37.071,36.392,37.4176666666667,32.987,31.972,32.4795,0.0,0.084,10.297,0.05,3.477,10.505,4.15,7.3275,0.0,"Mrpl40,Zfp830,Rufy2,Cep170b,Aplp2,Hist1h2bq,Bloc1s3,Hist1h2br,Gm14137,Dqx1,Cry2,Nfatc4,Psmb11,Tnfrsf10b,Magt1,Cenpf,Bcat1,Zfp446,Hsd17b7,Tmem263,Ubac1,Rab33b,Galntl6"
49,"LF_3mesi,setA_1",mmu-miR-125a-3p-002199,35.525,40.0,31.845,35.79,35.882,33.839,34.8605,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"Mrpl40,Zfp830,Rufy2,Cep170b,Aplp2,Hist1h2bq,Bloc1s3,Hist1h2br,Gm14137,Dqx1,Cry2,Nfatc4,Psmb11,Tnfrsf10b,Magt1,Cenpf,Bcat1,Zfp446,Hsd17b7,Tmem263,Ubac1,Rab33b,Galntl6"
50,HF_3mesi:setA_1,mmu-miR-125a-5p-002198,27.589,28.044,27.655,27.7626666666667,29.993,29.987,29.99,28.1,0.351,0.198,0.254,0.267666666666667,0.297,0.277,0.287,0.0,"Ptpn18,Mgat4a,Stat1,Ptpn7,Jmy,Madd,Stat3,Tspan12,Antxr2,Il1rn,Ppp1ca,Hif1an,Snrnp40,Cbx7,Uvrag,Gm14137,Dqx1,Aph1c,Ifng,Foxk1,4632428N05Rik,Mtf1,Il13,Ppp2ca,Lars2,Wdr25,Trim71,Traf6"
51,"LF_3mesi,setA_1",mmu-miR-125a-5p-002198,26.389,25.276,25.445,25.7033333333333,27.744,27.947,27.8455,27.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Ptpn18,Mgat4a,Stat1,Ptpn7,Jmy,Madd,Stat3,Tspan12,Antxr2,Il1rn,Ppp1ca,Hif1an,Snrnp40,Cbx7,Uvrag,Gm14137,Dqx1,Aph1c,Ifng,Foxk1,4632428N05Rik,Mtf1,Il13,Ppp2ca,Lars2,Wdr25,Trim71,Traf6"
52,HF_3mesi:setA_1,mmu-miR-125b-3p-002378,34.933,40.0,40.0,38.311,0.0,35.983,35.983,0.0,27.047,0.063,0.0,13.555,0.0,18.426,18.426,11.4772272109985,
53,"LF_3mesi,setA_1",mmu-miR-125b-3p-002378,40.0,35.578,40.0,38.526,0.0,40.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,
54,HF_3mesi:setA_1,mmu-miR-125b-5p-000449,27.321,28.221,26.829,27.457,28.859,28.674,28.7665,0.0,0.844,0.45,1.071,0.788333333333333,0.753,0.709,0.731,0.308363497257233,"Stat1,Tnf,Entpd4,Mgat4a,Jmy,Madd,Cbfb,Arid3b,Suv39h1,Stat3,Jun,Tspan12,Antxr2,Arid3a,Il1rn,Ppp1ca,Hif1an,Snrnp40,Prkra,Bmf,RYBP,Vps4b,Gm14137,Ppt2,Snai1,Jund,Dqx1,Aph1c,Bak1,Foxk1,Abtb1,4632428N05Rik,Mtf1,Zfp385a,Dus1l,Rhebl1,Lin28a,Ddx19b,Klf13,Apln,Tor2a,Rabl6,Smo,Igf2,Lars2,Wdr25,Trim71,Ajuba,Map2k7"
55,"LF_3mesi,setA_1",mmu-miR-125b-5p-000449,27.386,26.634,26.693,26.9043333333333,27.951,27.992,27.9715,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Stat1,Tnf,Entpd4,Mgat4a,Jmy,Madd,Cbfb,Arid3b,Suv39h1,Stat3,Jun,Tspan12,Antxr2,Arid3a,Il1rn,Ppp1ca,Hif1an,Snrnp40,Prkra,Bmf,RYBP,Vps4b,Gm14137,Ppt2,Snai1,Jund,Dqx1,Aph1c,Bak1,Foxk1,Abtb1,4632428N05Rik,Mtf1,Zfp385a,Dus1l,Rhebl1,Lin28a,Ddx19b,Klf13,Apln,Tor2a,Rabl6,Smo,Igf2,Lars2,Wdr25,Trim71,Ajuba,Map2k7"
56,HF_3mesi:setA_1,mmu-miR-126-3p-002228,20.903,21.951,21.131,21.3283333333333,23.314,22.971,23.1425,0.0,1.673,0.754,1.044,1.157,1.113,1.064,1.0885,0.0,
57,"LF_3mesi,setA_1",mmu-miR-126-3p-002228,21.955,21.109,20.958,21.3406666666667,22.971,22.874,22.9225,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
58,HF_3mesi:setA_1,mmu-miR-126-5p-000451,23.131,24.813,22.948,23.6306666666667,25.944,26.403,26.1735,0.0,4.102,1.443,0.006,1.85033333333333,1.336,0.825,1.0805,0.0,
59,"LF_3mesi,setA_1",mmu-miR-126-5p-000451,25.477,24.907,15.315,21.8996666666667,25.865,25.94,25.9025,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
60,HF_3mesi:setA_1,mmu-miR-127-000452,40.0,33.932,32.765,35.5656666666667,36.778,34.981,35.8795,0.0,0.006,0.469,0.557,0.344,0.044,0.792,0.418,0.0,
61,"LF_3mesi,setA_1",mmu-miR-127-000452,32.987,32.403,31.686,32.3586666666667,31.774,34.458,33.116,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
62,HF_3mesi:setA_1,mmu-miR-128a-002216,32.801,34.666,31.918,33.1283333333333,35.973,35.873,35.923,0.0,0.577,54.548,48.011,34.3786666666667,0.445,0.605,0.525,0.423,
63,"LF_3mesi,setA_1",mmu-miR-128a-002216,32.317,40.0,37.268,36.5283333333333,34.309,34.963,34.636,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,
64,HF_3mesi:setA_1,mmu-miR-129-3p-001184,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65,"LF_3mesi,setA_1",mmu-miR-129-3p-001184,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66,HF_3mesi:setA_1,mmu-miR-129-5p-000590,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Zzz3,Rprd1b,Bmp2,Ccdc71,Cdk13,Mtf2,Usp2,Isg15,Peg3,Enpp3,Btg1,Dapk1,Kif1c,Prokr2,Pphln1,Magt1,Ccdc32,Tpp1,Gabpb2,Opcml,Hoxc10,Hao1,Lig4,Pacsin1,Uhrf1bp1l,Gm15455,Tirap,Dbndd2,Tfb2m,Smyd4,Med13,Auts2,Med16,Mrpl19,Zyg11b,Fndc3b,Ndor1,Hecw1,Gabra1,Agl,Slc7a12,Mettl2,Cdh4,Trove2,Oacyl,Vcan,Nr3c1,Zfp280d,Ncbp3,Camkk2,Nrxn1,Esp6,Mgll,Grb14,Csnk1g1,Pik3c2a,Dusp10,Cox10,Ocrl,Arpc4,Nfic,D630003M21Rik,Phactr3,Slf2,Casz1,Soga3,Cnih4,Bcl11b,Col8a1,Klk9,Tmem50a,Tcf23,BC003331,Cdyl2,Pds5b,Ptchd4,Stxbp5,Cadm2,Timm17b,Epg5,Pdzd2,Xpo7,Rbm47,Crebrf,Zfp933,G3bp2,Epb41l5,Synj1,Lsm12,Fam160b1,Mthfd2,Bean1,Lpp,Bach2,Pou2f2,Tmod1,Gad2,Zfp641,Nos3,Prkd3,Peak1,Rragb,Hs6st2,Arl16,Kcnj15,Rfx3,Dst,Fyn,Col4a1,Trim39,Rhoj,B3galt1,Otud7b,Cspg4,Clpb,Tmppe,Acot2,Osbp,Dcx,Ube2k,Slc17a8,Cpeb3,Tm9sf4,Hoxb1,Sel1l,Irak1,Slc1a3,Slc7a10,Mkrn2os,Mau2,Chst1,Car8,Acod1,Nr2c1,Smarcc1,Glrx2,Brd4,Sorcs3,Hars,Mmp11,Gprc5c,Nid1,Il11,Hjurp,Pmepa1,Gdf3,Gpx5,Ifitm10,Tspyl5,Slc16a6,Cybb,Plet1,Lfng,Ppih,Ms4a6b,Mob3c,Celf2,Dcaf6,Cdadc1,Lrrc8e,Trabd2b,Nsd2,Npm3,Ahdc1,Cfap53,Ammecr1l,Pcnp,Hyal1,1810041L15Rik,Gjd4,Triml1,Ccdc167,Borcs7,Fam126b,Kdm5a,Zadh2,Adrb1,Zfhx3,Tmpo,Pum2,Asxl2,Gm13611,Spen,Lpl,Lrrc75b,Clcn3,E2f2,Cflar,Map1a,BC003965,Cdc14b,Afg3l1,Stx8,Kremen2,Arid3a,Itgb6,Krt24,Camta1,Dlgap4,Ing5,Zfp568,Ncoa1,Jdp2,Hif1a,Ube2c,5730455P16Rik,Ctdspl2,Fam172a,Zmat3,Zfp131,Zfp935,Zfp871,Nuak2,Dusp8,Fsd1l,Cep97,Apba2,Nanos1,Rnf170,Gnaz,Tpm3,Zic4,Bace1,Zfp329,Limd1,Fnip1,Spc24,Apbb2,Cbx6,Mindy2,Runx1t1,Tectb,Foxq1,Pms2,Ybx1,P4ha1,Tnpo3,Pdik1l,Rnf11,Rspry1,Rpf2,Nras,Prf1,Pknox1,Slc23a1,Sstr1,Tmcc3,Ncl,Cdh12,Brd7,Ccnd1,Asph,Zfp120,Edaradd,Arhgef9,Klhl31,Hoxb3,Runx2,Zfp263,Kcnc3,Zfp26,Cpox,Egfr,D16Ertd472e,Ildr2,Efna5,Lmna,Ppara,Kdsr,Sgms1,Cytip,Tnrc6a,Kdm7a,Nav1,Fam161b,Fkbp6,Pld5,Sco1,Cp,Tnfaip1,Ikzf1,A830018L16Rik,Glul,Rell1,Lsm11,Nyap2,Kif21a,Yipf5,Dtna,Cd3eap,Slamf1,Slco3a1,Csf1,Pax2,Veph1,Naaa,Cr2,Lrrc58,Zbtb21,4930430F08Rik,4931406P16Rik,Ssbp3,Rad18,Trio,Atg10,Fbxl18,Ern2,Ubxn2b,Prdm16,Lrrc4c,Zmat1,Jkamp,Pak6,Tgoln1,Mrpl17,Map3k1,Lpin1,Parp3,Mak,Ybey,Atxn1,Daxx,Angel2,Mb21d1,Mob4,Diexf,Pgm2l1,Amer2,Agtrap,Dph6,Ptges3,Kcnma1,Foxp1,Ctbp2,Kif11,Homer1,Itgb4,Znrf1,Sp3,Itga9,Atxn3,Jakmip1,Ptprj,Rnf152,Stx3,Hcn1,Vdr,Chic1,Plekhm3,Srrm1,Bet1l,Dpy19l1,Amer1,Bicd1"
67,"LF_3mesi,setA_1",mmu-miR-129-5p-000590,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Zzz3,Rprd1b,Bmp2,Ccdc71,Cdk13,Mtf2,Usp2,Isg15,Peg3,Enpp3,Btg1,Dapk1,Kif1c,Prokr2,Pphln1,Magt1,Ccdc32,Tpp1,Gabpb2,Opcml,Hoxc10,Hao1,Lig4,Pacsin1,Uhrf1bp1l,Gm15455,Tirap,Dbndd2,Tfb2m,Smyd4,Med13,Auts2,Med16,Mrpl19,Zyg11b,Fndc3b,Ndor1,Hecw1,Gabra1,Agl,Slc7a12,Mettl2,Cdh4,Trove2,Oacyl,Vcan,Nr3c1,Zfp280d,Ncbp3,Camkk2,Nrxn1,Esp6,Mgll,Grb14,Csnk1g1,Pik3c2a,Dusp10,Cox10,Ocrl,Arpc4,Nfic,D630003M21Rik,Phactr3,Slf2,Casz1,Soga3,Cnih4,Bcl11b,Col8a1,Klk9,Tmem50a,Tcf23,BC003331,Cdyl2,Pds5b,Ptchd4,Stxbp5,Cadm2,Timm17b,Epg5,Pdzd2,Xpo7,Rbm47,Crebrf,Zfp933,G3bp2,Epb41l5,Synj1,Lsm12,Fam160b1,Mthfd2,Bean1,Lpp,Bach2,Pou2f2,Tmod1,Gad2,Zfp641,Nos3,Prkd3,Peak1,Rragb,Hs6st2,Arl16,Kcnj15,Rfx3,Dst,Fyn,Col4a1,Trim39,Rhoj,B3galt1,Otud7b,Cspg4,Clpb,Tmppe,Acot2,Osbp,Dcx,Ube2k,Slc17a8,Cpeb3,Tm9sf4,Hoxb1,Sel1l,Irak1,Slc1a3,Slc7a10,Mkrn2os,Mau2,Chst1,Car8,Acod1,Nr2c1,Smarcc1,Glrx2,Brd4,Sorcs3,Hars,Mmp11,Gprc5c,Nid1,Il11,Hjurp,Pmepa1,Gdf3,Gpx5,Ifitm10,Tspyl5,Slc16a6,Cybb,Plet1,Lfng,Ppih,Ms4a6b,Mob3c,Celf2,Dcaf6,Cdadc1,Lrrc8e,Trabd2b,Nsd2,Npm3,Ahdc1,Cfap53,Ammecr1l,Pcnp,Hyal1,1810041L15Rik,Gjd4,Triml1,Ccdc167,Borcs7,Fam126b,Kdm5a,Zadh2,Adrb1,Zfhx3,Tmpo,Pum2,Asxl2,Gm13611,Spen,Lpl,Lrrc75b,Clcn3,E2f2,Cflar,Map1a,BC003965,Cdc14b,Afg3l1,Stx8,Kremen2,Arid3a,Itgb6,Krt24,Camta1,Dlgap4,Ing5,Zfp568,Ncoa1,Jdp2,Hif1a,Ube2c,5730455P16Rik,Ctdspl2,Fam172a,Zmat3,Zfp131,Zfp935,Zfp871,Nuak2,Dusp8,Fsd1l,Cep97,Apba2,Nanos1,Rnf170,Gnaz,Tpm3,Zic4,Bace1,Zfp329,Limd1,Fnip1,Spc24,Apbb2,Cbx6,Mindy2,Runx1t1,Tectb,Foxq1,Pms2,Ybx1,P4ha1,Tnpo3,Pdik1l,Rnf11,Rspry1,Rpf2,Nras,Prf1,Pknox1,Slc23a1,Sstr1,Tmcc3,Ncl,Cdh12,Brd7,Ccnd1,Asph,Zfp120,Edaradd,Arhgef9,Klhl31,Hoxb3,Runx2,Zfp263,Kcnc3,Zfp26,Cpox,Egfr,D16Ertd472e,Ildr2,Efna5,Lmna,Ppara,Kdsr,Sgms1,Cytip,Tnrc6a,Kdm7a,Nav1,Fam161b,Fkbp6,Pld5,Sco1,Cp,Tnfaip1,Ikzf1,A830018L16Rik,Glul,Rell1,Lsm11,Nyap2,Kif21a,Yipf5,Dtna,Cd3eap,Slamf1,Slco3a1,Csf1,Pax2,Veph1,Naaa,Cr2,Lrrc58,Zbtb21,4930430F08Rik,4931406P16Rik,Ssbp3,Rad18,Trio,Atg10,Fbxl18,Ern2,Ubxn2b,Prdm16,Lrrc4c,Zmat1,Jkamp,Pak6,Tgoln1,Mrpl17,Map3k1,Lpin1,Parp3,Mak,Ybey,Atxn1,Daxx,Angel2,Mb21d1,Mob4,Diexf,Pgm2l1,Amer2,Agtrap,Dph6,Ptges3,Kcnma1,Foxp1,Ctbp2,Kif11,Homer1,Itgb4,Znrf1,Sp3,Itga9,Atxn3,Jakmip1,Ptprj,Rnf152,Stx3,Hcn1,Vdr,Chic1,Plekhm3,Srrm1,Bet1l,Dpy19l1,Amer1,Bicd1"
68,HF_3mesi:setA_1,mmu-miR-130a-000454,27.381,28.659,27.504,27.848,29.977,29.917,29.947,0.0,1.061,0.519,0.786,0.788666666666667,1.022,0.6,0.811,0.0,
69,"LF_3mesi,setA_1",mmu-miR-130a-000454,27.776,27.278,26.922,27.3253333333333,29.51,28.993,29.2515,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
70,HF_3mesi:setA_1,mmu-miR-130b-000456,30.828,32.391,31.434,31.551,33.727,34.012,33.8695,0.0,2.807,0.56,1.324,1.56366666666667,1.684,0.341,1.0125,0.0,
71,"LF_3mesi,setA_1",mmu-miR-130b-000456,32.627,31.12,31.603,31.7833333333333,33.981,32.273,33.127,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
72,HF_3mesi:setA_1,mmu-miR-132-000457,29.029,30.256,28.896,29.3936666666667,30.746,30.948,30.847,33.2995071411133,1.027,1.177,2.027,1.41033333333333,0.822,0.717,0.7695,0.0,
73,"LF_3mesi,setA_1",mmu-miR-132-000457,29.378,30.056,29.679,29.7043333333333,29.966,30.281,30.1235,33.631591796875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
74,HF_3mesi:setA_1,mmu-miR-133a-002246,38.073,35.594,36.664,36.777,36.497,35.691,36.094,0.0,0.05,28.658,0.308,9.672,0.932,0.684,0.808,0.0,
75,"LF_3mesi,setA_1",mmu-miR-133a-002246,34.05,40.0,34.73,36.26,35.897,34.956,35.4265,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,
76,HF_3mesi:setA_1,mmu-miR-133b-002247,40.0,40.0,37.657,39.219,0.0,29.789,29.789,0.0,0.001,0.0,0.223,0.112,0.0,2.094,2.094,0.0,
77,"LF_3mesi,setA_1",mmu-miR-133b-002247,30.752,40.0,35.259,35.337,0.0,30.669,30.669,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
78,HF_3mesi:setA_1,mmu-miR-134-001186,40.0,40.0,37.702,39.234,36.016,35.946,35.981,0.0,0.415,0.0,2.84,1.6275,0.47,18.905,9.6875,0.0,
79,"LF_3mesi,setA_1",mmu-miR-134-001186,39.042,40.0,38.972,39.338,34.428,40.0,37.214,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,
80,HF_3mesi:setA_1,mmu-miR-135a-000460,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81,"LF_3mesi,setA_1",mmu-miR-135a-000460,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
82,HF_3mesi:setA_1,mmu-miR-135b-002261,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
83,"LF_3mesi,setA_1",mmu-miR-135b-002261,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
84,HF_3mesi:setA_1,mmu-miR-136-002511,40.0,37.322,40.0,39.1073333333333,36.952,36.328,36.64,0.0,0.0,2.632,0.147,1.3895,0.591,0.914,0.7525,0.948079407215118,
85,"LF_3mesi,setA_1",mmu-miR-136-002511,40.0,38.282,36.999,38.427,35.695,36.012,35.8535,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
86,HF_3mesi:setA_1,mmu-miR-137-001129,32.416,33.927,32.235,32.8593333333333,34.288,34.969,34.6285,0.0,0.797,0.39,1.115,0.767333333333333,2.232,0.675,1.4535,0.0,
87,"LF_3mesi,setA_1",mmu-miR-137-001129,32.399,32.133,32.157,32.2296666666667,34.949,34.215,34.582,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
88,HF_3mesi:setA_1,mmu-miR-138-002284,34.615,40.0,37.169,37.2613333333333,35.957,34.863,35.41,0.0,3.53,0.027,0.087,1.21466666666667,0.23,5.117,2.6735,0.0,
89,"LF_3mesi,setA_1",mmu-miR-138-002284,36.745,34.38,33.409,34.8446666666667,33.337,37.032,35.1845,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
90,HF_3mesi:setA_1,mmu-miR-139-3p-002546,34.992,36.679,40.0,37.2236666666667,29.938,29.301,29.6195,36.5713768005371,15.057,13.51,0.129,9.56533333333333,5.796,3.72,4.758,0.0,"Plxna4,Mtf1,Nav2,Opa3,Sco1"
91,"LF_3mesi,setA_1",mmu-miR-139-3p-002546,39.214,40.0,36.815,38.6763333333333,31.976,31.01,31.493,36.4705009460449,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,"Plxna4,Mtf1,Nav2,Opa3,Sco1"
92,HF_3mesi:setA_1,mmu-miR-139-5p-002289,25.562,26.597,25.673,25.944,27.971,27.972,27.9715,0.0,1.291,0.78,1.208,1.093,1.295,1.013,1.154,0.0,"Fam198b,Mrpl40,Ttc5,Bach2,Ostf1,Ldlrad2,Msi2,Rasal2,Mmp25,Sco1,Zfp697,Rho,Gpr68,Sfxn4,Cyb5d2,Sema3e,Chrna1,Zc3hav1l,Smco1,Pycr1,Irgm2,Gfpt1,Slc35e1,Akap8,Ddhd2,Sgo2a,Slc1a7,Zfp113,Nup214,Pphln1,Exosc4,Gng2,Entpd5,Map3k20,Knop1,T2,Cwc25,Dll3,Ubac1,Bub1,Dynll1,Commd8,Fzd7,Bbs1,Dennd6a,Ajuba,Rbak,Sirpa,Zfp830,Cep97,Lrrc58,Ptp4a3,Xrcc2,March5,Hist1h4i,Acvr1c,Isg20l2,Gcnt3,Tmx4,Sec22c,Man2a2,Clns1a,Trmt10a,Nop9,Lix1,Sumf2,Atp5g3,Mkrn2os,Mrpl15,Tspyl1,Rnd1,Ocln,Cts8,Foxo1,Teddm1b,Dusp3,2810021J22Rik,Tln2,Zfp322a,Dtwd2,Orai3,Mzt1,Notch1,Tex9,Prdx1,D17H6S53E,Gas2l3,6030458C11Rik,Thap2,Zfp11,Mga,Rchy1,Cracr2b,Pfkl,Akirin2,Zdhhc3,Ybey,Zfp345,Rnf150,Gje1,Pcdhb13,Ttc26,Luc7l2,Iba57,Tmem206,Dlx3,Rrp36,Bysl,Fitm2,Tfcp2,Cdk7,Tmem69,Tars2,Dars2,Gdpgp1,Inpp5e,Dhx37,Tmco3,Hnrnpab,Gngt1,Cep68,Dnase2a,Slc15a1,Tmem88b,Irs1,Onecut3,Rnaseh2a,Ctsa,Zfp872,Akap5,Nip7,Mbd4,Stx17,Ccdc157,Decr2,Sec23ip,Gtpbp3,Parp11,Sc5d,Spib,Hacd3,Slc25a51,Akr1d1,Zfp799,Nmrk2,Xpo7,Atrn,Trim36,Rprd1a,Pmaip1,Vsig10,Pigv,Tulp3,Osbpl8,Prpf4,Nanog"
93,"LF_3mesi,setA_1",mmu-miR-139-5p-002289,26.24,25.804,25.711,25.9183333333333,27.846,27.805,27.8255,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Fam198b,Mrpl40,Ttc5,Bach2,Ostf1,Ldlrad2,Msi2,Rasal2,Mmp25,Sco1,Zfp697,Rho,Gpr68,Sfxn4,Cyb5d2,Sema3e,Chrna1,Zc3hav1l,Smco1,Pycr1,Irgm2,Gfpt1,Slc35e1,Akap8,Ddhd2,Sgo2a,Slc1a7,Zfp113,Nup214,Pphln1,Exosc4,Gng2,Entpd5,Map3k20,Knop1,T2,Cwc25,Dll3,Ubac1,Bub1,Dynll1,Commd8,Fzd7,Bbs1,Dennd6a,Ajuba,Rbak,Sirpa,Zfp830,Cep97,Lrrc58,Ptp4a3,Xrcc2,March5,Hist1h4i,Acvr1c,Isg20l2,Gcnt3,Tmx4,Sec22c,Man2a2,Clns1a,Trmt10a,Nop9,Lix1,Sumf2,Atp5g3,Mkrn2os,Mrpl15,Tspyl1,Rnd1,Ocln,Cts8,Foxo1,Teddm1b,Dusp3,2810021J22Rik,Tln2,Zfp322a,Dtwd2,Orai3,Mzt1,Notch1,Tex9,Prdx1,D17H6S53E,Gas2l3,6030458C11Rik,Thap2,Zfp11,Mga,Rchy1,Cracr2b,Pfkl,Akirin2,Zdhhc3,Ybey,Zfp345,Rnf150,Gje1,Pcdhb13,Ttc26,Luc7l2,Iba57,Tmem206,Dlx3,Rrp36,Bysl,Fitm2,Tfcp2,Cdk7,Tmem69,Tars2,Dars2,Gdpgp1,Inpp5e,Dhx37,Tmco3,Hnrnpab,Gngt1,Cep68,Dnase2a,Slc15a1,Tmem88b,Irs1,Onecut3,Rnaseh2a,Ctsa,Zfp872,Akap5,Nip7,Mbd4,Stx17,Ccdc157,Decr2,Sec23ip,Gtpbp3,Parp11,Sc5d,Spib,Hacd3,Slc25a51,Akr1d1,Zfp799,Nmrk2,Xpo7,Atrn,Trim36,Rprd1a,Pmaip1,Vsig10,Pigv,Tulp3,Osbpl8,Prpf4,Nanog"
94,HF_3mesi:setA_1,mmu-miR-140-001187,26.346,27.591,26.77,26.9023333333333,28.952,28.968,28.96,0.0,1.266,0.632,0.847,0.915,1.04,0.881,0.9605,0.0,
95,"LF_3mesi,setA_1",mmu-miR-140-001187,26.997,26.494,26.295,26.5953333333333,28.511,28.6,28.5555,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
96,HF_3mesi:setA_1,mmu-miR-141-000463,35.007,40.0,34.767,36.5913333333333,36.982,37.0,36.991,0.0,25.695,0.051,44.262,23.336,0.088,0.052,0.07,0.0,
97,"LF_3mesi,setA_1",mmu-miR-141-000463,40.0,35.265,40.0,38.4216666666667,32.979,32.558,32.7685,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
98,HF_3mesi:setA_1,mmu-miR-142-3p-000464,27.165,27.923,26.439,27.1756666666667,28.959,28.957,28.958,30.2170791625977,0.742,0.504,1.13,0.792,0.943,0.579,0.761,0.0,
99,"LF_3mesi,setA_1",mmu-miR-142-3p-000464,27.043,26.5,26.381,26.6413333333333,28.377,27.982,28.1795,30.4727897644043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
100,HF_3mesi:setA_1,mmu-miR-142-5p-002248,32.344,40.0,33.444,35.2626666666667,35.957,34.548,35.2525,0.0,2.765,0.015,0.578,1.11933333333333,1.235,0.777,1.006,0.0,
101,"LF_3mesi,setA_1",mmu-miR-142-5p-002248,34.121,33.526,32.417,33.3546666666667,35.764,33.997,34.8805,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
